year,month,customer_state,total_price,last_month_price,growth
2017,11,SE,5579.249999999998,4294.21,29.92
2017,12,SE,3147.7800000000007,5579.249999999998,-43.58
2018,01,SE,3060.2,3147.7800000000007,-2.78
2018,02,SE,5641.910000000001,3060.2,84.36
2018,03,SE,2937.92,5641.910000000001,-47.93
2018,04,SE,3210.42,2937.92,9.28
2018,05,SE,1083.18,3210.42,-66.26
2018,06,SE,3884.06,1083.18,258.58
2018,07,SE,4622.34,3884.06,19.01
2018,08,SE,4558.04,4622.34,-1.39
2016,09,SP,134.97,,
2016,10,SP,15529.519999999975,134.97,11405.91
2017,01,SP,44309.050000000105,15529.519999999975,185.32
2017,02,SP,82114.47000000006,44309.050000000105,85.32
